zone_id,crowd_density,temperature_c,humidity_pct,water_availability_pct,critical_risk_30m,critical_risk_60m,hour_of_day
Z1,0.20045658519051168,24.257104513783066,0.9105246338870985,0.8281407691144109,0,0,0
Z12,0.5152450946254611,25.507612644575392,0.9399348011226594,0.770595829778396,0,0,0
Z13,0.841155853593706,24.866719439287497,0.9109150111581035,0.5420328146868397,0,0,0
Z14,0.19667219437216138,25.21707889790243,0.916316321223575,0.6068565529317622,0,0,0
Z15,0.15769824189946416,25.6987704837068,0.8930041977354762,0.2615839278630344,0,0,0
Z16,0.29078517906609114,25.78461590067222,0.9157490919865338,0.8464963036515336,0,0,0
Z17,0.4891933016226619,25.414691488798603,0.895133007915793,0.9168730399387947,0,0,0
Z9,0.3396512064189871,25.770789071617862,0.8923897193288872,0.7832057344327898,0,0,0
Z11,0.28634344710194326,24.877810872093345,0.9077338673617333,0.7100459770841705,0,0,0
Z18,0.27024774733828294,25.474974980353473,0.9143951752369378,0.5416862309010051,0,0,0
Z2,0.36122238707403775,24.751418053110033,0.9166880301602535,0.2371603301759982,0,0,0
Z20,0.29572295591975456,26.27000779242645,0.9126656260499768,0.4585623456166042,0,0,0
Z3,0.2725831161298863,25.800634752344504,0.8971399375487521,0.2781376912051071,0,0,0
Z4,0.4892330106789605,25.73818729787278,0.8847571967939196,0.5961415280890162,0,0,0
Z5,0.4869791115058572,25.923734703962346,0.9239434013932483,0.3478835644204217,0,0,0
Z6,0.18163368463024177,25.269090700627064,0.9031519958815543,0.3567862899353162,0,0,0
Z7,0.27253058327172447,25.057844010989704,0.9160464355847092,0.4854026613548714,0,0,0
Z19,0.0,25.49967381376557,0.9023197794628046,0.3776862483765842,0,0,0
Z10,0.4541212209288109,25.08732772289854,0.9054608902600637,0.6986385014620464,0,0,0
Z8,0.21173367319115977,24.988453841668207,0.9214075955701574,0.8417575846032318,0,0,0
Z2,0.6418342534215014,26.501115870487812,0.8703627240007964,0.4229171713892892,0,0,0
Z6,0.0983236114515364,25.821964637345307,0.8657030366502446,0.6727143545505935,0,0,0
Z10,0.45841001872628484,26.858267135686823,0.8702714706187878,0.47936765969012873,0,0,0
Z7,0.3000932449705564,26.139950887247736,0.8486667113073993,0.50938827704043,0,0,0
Z1,0.40299641419146703,25.76054404188326,0.8655363813529446,0.44070264785341573,0,0,0
Z17,0.16601292309497825,26.580031524830968,0.8429139271929019,0.7779616922092043,0,0,0
Z11,0.3453567176928787,27.20583175136843,0.8701932266200978,0.26731197199603907,0,0,0
Z16,0.3675458614731172,26.603797298817327,0.8934024586972704,0.7049109007978104,0,0,0
Z3,0.38255925338033053,26.593606277906087,0.8871882334444245,0.39364421720920034,1,0,0
Z20,0.20611135389419755,26.704343224943475,0.8394170015798844,0.45353760412502214,0,0,0
Z14,0.21156008117775477,27.00832643287562,0.9022676368072031,0.8793787283953424,0,0,0
Z9,0.5801675960049164,27.86687771101304,0.8695294330390926,0.39348183272036136,0,0,0
Z8,0.5125854157676255,27.00405496156321,0.839714490825445,0.9018714827047849,0,0,0
Z18,0.4937658878845728,26.48556496021545,0.878611787035966,0.96314286160207,0,0,0
Z13,0.5535751506286513,26.120047721897663,0.8875036887342722,0.3897992699974401,0,0,0
Z15,0.036295338056119036,26.211405978131744,0.862789742965842,0.39519171470326686,0,0,0
Z12,0.3205501306152053,27.530183608450752,0.8738084355723599,0.32864644113399893,0,0,0
Z4,0.40231835732626836,27.298693508346425,0.8362947558982785,0.7825730788894877,0,0,0
Z19,0.2202615900102423,26.967466761852243,0.847395902792756,0.9733238552349357,0,0,0
Z5,0.185447452431933,26.63574382717066,0.8445210506515104,0.8682419964713904,0,0,0
Z5,0.20955012333024273,25.762542691403205,0.879300060269724,0.2751855518726952,0,0,0
Z14,0.18647286164711002,26.734836602079906,0.9045000122948927,0.8062768883714954,0,0,0
Z8,0.5523907137897482,26.5357128079587,0.8759753242741897,0.2682779719950144,0,0,0
Z11,0.03406358919615672,27.343577753310868,0.8795084250030869,0.33863545605667666,0,0,0
Z1,0.3494696419665951,26.108458442311612,0.8901715055952261,0.9920430800834107,0,0,0
Z3,0.4820086087830285,26.210974701764528,0.899308284952427,0.8480907157433446,0,0,0
Z13,0.5784354749188063,27.338602381246538,0.8586199319072257,0.6893765969874819,0,0,0
Z12,0.4354853653324513,25.88248491083927,0.9073645701674016,0.7716767381600499,0,0,0
Z6,0.24810537366598512,26.856056983194048,0.856753013802513,0.6341157077660613,1,0,0
Z15,0.24743804188964041,26.046631059726252,0.8839559681984428,0.5787774166244526,0,0,0
Z16,0.1099439816390199,26.2929046446583,0.8916221427720279,0.6926800784417733,0,0,0
Z4,0.8245297301179382,26.989927769753393,0.902035156252422,0.7199711446222121,0,0,0
Z19,0.22789185562876046,27.153197268845524,0.9316679987194314,0.7146305747538826,0,0,0
Z20,0.18045292386246745,26.653422821874308,0.8765533408298941,0.5088821102406195,0,0,0
Z18,0.31775102639608443,26.5478279305018,0.8813010592890709,0.7139354225650525,0,0,0
Z7,0.03421310627534742,26.345518264309426,0.8747012570411067,0.6177946080438436,0,0,0
Z10,0.49010444376949713,26.116666518790442,0.886712602396968,0.4166658010096594,0,0,0
Z17,0.27204608604384,27.686925352231953,0.869377158205347,0.8851918729506578,0,0,0
Z9,0.5248050769401544,26.92730987680923,0.8485044794931539,0.9806816635700277,0,0,0
